1,Thần Đạo Đan Tôn,https://truyenfull.vn/than-dao-dan-ton-606028/,https://static.8cache.com/cover/eJzLyTDWr8g0KCmwdHIMCMp0MTQsNw9yMzXyczXLMXTyiTfNcEv3twzPzIvMTXRycwvON8gJzst1CsgLdw5zTDQ3SgyLMCkvLCgyL64odfENi_Dxcgq1LTcyM9XNMLY0AwCE9x2t/than-dao-dan-ton-606028.jpg,,,,,,,,
1,Linh Vũ Thiên Hạ,https://truyenfull.vn/linh-vu-thien-ha/,https://static.8cache.com/cover/o/eJzLyTDW160wTC70dXI0zAnO1g9LL0gpsAz0CA_x1HeEAqckR31jj0A_n_Jg8ygXC_1yQyNL3QxDSyNdz2QTIwCufBM8/linh-vu-thien-ha.jpg,,,,,,,,
1,Thế Giới Hoàn Mỹ,https://truyenfull.vn/the-gioi-hoan-my/,https://static.8cache.com/cover/o/eJzLyTDR100qKnJ08QhzLS0M1A_z8zUJcs0zsMz31HeEghwzA32PJCfTqky_MIOMcv1yQyNL3QxDSyMATfISJg==/the-gioi-hoan-my.jpg,,,,,,,,
1,Đấu Phá Thương Khung,https://truyenfull.vn/truyen-dau-pha-thuong-khung/,https://static.8cache.com/cover/o/eJzLyTDT1y1Mcw2M0C0IMAvL1g9z8nUxMYwyD3Tz1HeEgmwfR_0SAzefTKOgCI8MC_1yQyNL3QxDSyMANjMRcg==/truyen-dau-pha-thuong-khung.jpg,,,,,,,,
1,Phàm Nhân Tu Tiên,https://truyenfull.vn/pham-nhan-tu-tien/,https://static.8cache.com/cover/o/eJzLyTDT17WITwqMNNQtNKp01A_zNXY1ifQuc8301HeEghwTR_1IV8PsTO-w4HKTUP1yQyNL3QxDSyMANTcRpQ==/pham-nhan-tu-tien.jpg,,,,,,,,
1,Nhất Niệm Vĩnh Hằng,https://truyenfull.vn/nhat-niem-vinh-hang/,https://static.8cache.com/cover/o/eJzLyTDW1zUxD3A1ck4zdi_N1w-r9MgyD0sxDQz11HeEAj_dbP1A14jQ8MIyn2J3zxzDZE-XPGf38CqLZDc3f5Oi-KKAgnJn53z9ckMjS90MQ0sjAHtQGmA=/nhat-niem-vinh-hang.jpg,,,,,,,,
2,Thế Giới Hoàn Mỹ,https://truyenfull.vn/the-gioi-hoan-my/,https://static.8cache.com/cover/o/eJzLyTDR100qKnJ08QhzLS0M1A_z8zUJcs0zsMz31HeEghwzA32PJCfTqky_MIOMcv1yIzNT3QxjSzMATggSLQ==/the-gioi-hoan-my.jpg,,,,,,,,
2,Phàm Nhân Tu Tiên,https://truyenfull.vn/pham-nhan-tu-tien/,https://static.8cache.com/cover/o/eJzLyTDT17WITwqMNNQtNKp01A_zNXY1ifQuc8301HeEghwTR_1IV8PsTO-w4HKTUP1yQyNL3QxDSyMANTcRpQ==/pham-nhan-tu-tien.jpg,,,,,,,,
2,Tiên Nghịch,https://truyenfull.vn/tien-nghich/,https://static.8cache.com/cover/o/eJzLyTDT1w0sDgtMCjFO8XMO1A9zCvSLTK5wzDL01HeEguyAQH3v0IK8TK_i-IjCSP1yQyNL3QxDSyMAV6gSyg==/tien-nghich.jpg,,,,,,,,
2,Vũ Luyện Điên Phong,https://truyenfull.vn/vu-luyen-dien-phong/,https://static.8cache.com/cover/o/eJzLyTDT1zXLSU_3TAp3NDKM1A_zispMMgvwNHbx1HeEgpzUcv3cqpCM4rSkyMQsE_1yQyNL3QxDSyMATvoSsA==/vu-luyen-dien-phong.jpg,,,,,,,,
2,Đế Tôn,https://truyenfull.vn/de-ton/,https://static.8cache.com/cover/o/eJzLyTDR1w2w9IwI8QsKyAly1Q9z8nUxjXTxCE3y1HeEgmxfC_2o4MiMUDPnwHjLZP1yQyNL3QxDSyMANTgRmQ==/de-ton.jpg,,,,,,,,
2,Ngạo Thế Cửu Trọng Thiên,https://truyenfull.vn/ngao-the-cuu-trong-thien/,https://static.8cache.com/cover/o/eJzLyTDR1zXIcizwyM0vSK0y0Q9zrzQr9db1yUr01HeEghzHQH3_Eq8wQ_-wSmNHC_1yQyNL3QxDSyMAXFESVA==/ngao-the-cuu-trong-thien.jpg,,,,,,,,
3,Mê Vợ Không Lối Về,https://truyenfull.vn/me-vo-khong-loi-ve-982891/,https://static.8cache.com/cover/eJzLyTDWL0nLD_dLKy0IzIx09jfPyc8O8w5Pck3yzysPCSwJiAzxzjYKNs90NC80dsyP8K80rTQKzjKON8qND_YpK3D2K8o1DvY0Ss7OKjJxc08PL0kJdLQtNzIz1c0wtjQDAEF-H-I=/me-vo-khong-loi-ve-982891.jpg,,,,,,,,
3,Cô Vợ Ngọt Ngào Có Chút Bất Lương (Vợ Mới Bất Lương Có Chút Ngọt),https://truyenfull.vn/co-vo-ngot-ngao-co-chut-bat-luong-vo-moi-bat-luong-co-chut-ngot/,https://static.8cache.com/cover/o/eJzLyTDW1zXKKnJ09440NzRw1Q8zCc_3LDTyDo_w1HeEgsCCdP2MND9Hl2wTP3_fYoOy3EDDSq-gomKf5GRns6KCIsPcxHRnD1_9ckMjS90MQ0sjAHvFGnM=/co-vo-ngot-ngao-co-chut-bat-luong-vo-moi-bat-luong-co-chut-ngot.jpg,,,,,,,,
3,Rể Quý Trời Cho,https://truyenfull.vn/re-quy-troi-cho-480197/,https://static.8cache.com/cover/eJzLyTDWz8lIrPKOcvfyKin2TfUtLiurqIzId4wKD7dwNU5NzMksLs8ISItPLEsOSCl088w28TQNcimucsstKShKd7cwMaoKz9b1z0vNjQ_wyTAONvK2LTc0stTNMLQ0AgA9myAg/re-quy-troi-cho-480197.jpg,,,,,,,,
3,"Xuyên Nhanh: Nam Thần, Bùng Cháy Đi!",https://truyenfull.vn/xuyen-nhanh-nam-than-bung-chay-di/,https://static.8cache.com/cover/eJzLyTDWN0-xTC5y9MnP8bI09yk2TXUt8E1zzrMwKQ2qNMw0yzALAEoV-vo45gSW5ZuUVOSbVxib-AZGuub7uWR6RYSFVZSZO-tGFvuG-KYk6RZmpMUnFtuWGxpZ6mYYWhoBACE8H8A=/xuyen-nhanh-nam-than-bung-chay-di.jpg,,,,,,,,
3,Cục Cưng Có Chiêu,https://truyenfull.vn/cuc-cung-co-chieu-939288/,https://static.8cache.com/cover/o/eJzLyTDR160IcXJMcUl39jU20Q8LDjX2Lqosr4zw1HeEgtwkE_289Jz8EjeX_PyUfP1yQyNL3QxDSyMAXIATHA==/cuc-cung-co-chieu-939288.jpg,,,,,,,,
3,"Nam Chủ Bệnh Kiều, Sủng Lên Trời",https://truyenfull.vn/nam-chu-benh-kieu-sung-len-troi-657780/,https://static.8cache.com/cover/eJwNz0cSokAAAMAXTS2MxMMeCEqGQUCBi0WOEgaJr9_tH3Rf3_6I3lYB4CNpzE5CHhU2rnTNEILbFCqPwQLVIK9fx_K9ByN5NqQI-YnJRbdz9r2uNGsZkSwzPiUQKE14v51eO3QVtmYZciLM4BxU5uFGhpIy2GgcasfzILJK-rHdF-1CXSq7oped4E4gHWktt967g9ldEbmaJx_z1dvNO6qy1QeVPui2JRo-ASZJQx9YaBOj8XryeEnaSzrUgha744xKbgMtCai3yTJhrsyd0ltfmwRJJlnWfq3kdD44Sb6SLIhT3zQ01vP9wPArbDnjhMwJ82SXM2XU57QiGal59AWSD7-BhuGEL7eJYYhvk0fZkvO-jjhIScmNTWrKz_kUEZ2LJpy51bdLGnnJGU169lYjOjKg5oEiwXhImphQz5t6QbWsreH3YNi8Jk-goUZY1qADGoVJ7Cxhqxn570J-uNfCTPvn_3f2NEo7OMfN_UzpWG98VQvuN1IXfzl-xlSeVd5SMbqvY6wtWV_kAlrU6kfohQ5q8NE8JiqdR5Vfs3xZu1tHBGuCL3oh8HPR6ERTGnEMx0UlRfURH7LdodCwkQrquNAzUxvHb7sI3GnqvjY8lm5vrxCXod5i1gtZ93o1dzjN6YoaCW9si8r3TveFUOWN_sAVJR-VHpohYUEgIzhcNPFNR9i5hbOepLFs9Me2qLi8qaQAkg6fHAf5b10DsTF1RuwPyqNyg1c9xD2_Q3diQp7rXEyy1ixvF_fC64w3T_i7k5AHNcnDf5it86E=/nam-chu-benh-kieu-sung-len-troi-657780.jpg,,,,,,,,
13,Thiên Quan Tứ Phúc (Quan Trời Ban Phúc),https://truyenfull.vn/thien-quan-tu-phuc-quan-troi-ban-phuc/,https://static.8cache.com/cover/eJzLyTDWjypxzA_VTQ420c3NjPBwzs7NiUoxNSnLDIl0tUj3riwqDjUxrChxNrRMSs4xCw_OjnRyDrZ0NkgzDvfKyQi1SAkMdy51MTcoDcpKy_It8rK09Ei2LTcyM9XNMLY0AwAU6x7w/thien-quan-tu-phuc-quan-troi-ban-phuc.jpg,,,,,,,,
13,Ma Đạo Tổ Sư,https://truyenfull.vn/ma-dao-to-su/,https://static.8cache.com/cover/eJzLyTDWr3Lxzff38g1JdU_3rbQwjtT1d41yjDLIdXVyD_N0THZKDSkKTQkIrwiODCs2SE2MMM5wMXNMLCnIdU8vT_ItSS4sTk_2LSgrzQq38HA19S0sKrSwLTc0stTNMLQ0AgAjdiAS/ma-dao-to-su.jpg,,,,,,,,
13,Trùng Sinh Chi Hệ Thống Tự Cứu Của Nhân Vật Phản Diện,https://truyenfull.vn/trung-sinh-chi-he-thong-tu-cuu-cua-nhan-vat-phan-dien/,https://static.8cache.com/cover/o/eJzLyTDW180INiwOdcrWLfXI1w_Lcir1dTXLiHD11HeEAuciT_2QiMyUyIzy4FCDbP1yQyNL3QxDSyNdz2QTIwC5pRPk/trung-sinh-chi-he-thong-tu-cuu-cua-nhan-vat-phan-dien.jpg,,,,,,,,
13,Ta Sinh Con Cho Tổng Tài,https://truyenfull.vn/ta-sinh-con-cho-tong-tai/,https://static.8cache.com/cover/eJzLyTDWD88PLDEx83AxLfcvjiqOjC8v1w0qigwIdCn3D_bL8kmPiIrKdUn2yDc2NMp3Ss0p9vQrMExMd8-zdHIJMw4pz3QzKw1JdM80rcqJyipxMnHytoi0LTc0stTNMLQ0AgA7kx-d/ta-sinh-con-cho-tong-tai.jpg,,,,,,,,
13,Ngụy Trang Học Tra,https://truyenfull.vn/nguy-trang-hoc-tra/,https://static.8cache.com/cover/eJwFwdvaakAAANAn8m3GYXKxLxwrGscY48bXEJMkh1Ce_l-rY-K_hnZ6ePrq5rHuDlkswk65me-waVOETtlhA6yyRVx62KlvX1q7c7-dDQHBHvtXgSiftEpu52DsKJznWLJ3pRGU7_aW_JbbYnJYo3fuw0iahudj54uAScAKCsG2-wtXp9CpJsQSNkRRDkr29o7Dsgz0AsPXvopqowcvi9m-NmYnWeNa_1Gh4zl-2M8G12F_9dv7JK0X4Yy39eMkHdeK7-jThn2j-JGp8RMzMYjMscxvh96cpKhMcBLAWteCX-ka-WIZG3_fUD5b8hge0bo83KL8RVY74N3reC6lh8GeQvMCi1zoPtRJVM7iiwfpULKqx17prlCnqhSYo8mMIiYv3prxUzRW2vamvML8WfwMVlmXWJhCTTpURSBOTTWCue-x3H5Qp-XLGIgezUD2cKYclfBj6uDlANZJUbxlzeKx81H-_irOB2sWtDWW8HVw6bDnu67j8iaL9zyvA4LZYT1heTa8rJ8ZOQ2D8Po9U_0zCtbbJafrtCI6uBM7S3d1JHcaoDRzV92BILgbZDwr8jDGPKc9xmdTED6kasqCUzyhCubi_qPYdrggFIFvXsKECQpUuIn4RWR05A0vbF4I1A17afeSwygchh0gw6GvwdPGa3UTydcV-5A5-ySQW3zXKAY6Eox93_MXbxj7TJvUA8T0ghldM6Hp7SV9jpM0QQwEPI7k_yYAlWOCCv4AIHLpWg==/nguy-trang-hoc-tra.jpg,,,,,,,,
13,Thương Tiến Tửu,https://truyenfull.vn/thuong-tien-tuu/,https://static.8cache.com/cover/eJzLyTDWzw8IczIzKEn1d0s08g9zy_XyD3ZLyzUODvMxNHbyDUwOyrfwq_A1qQz2qcr2D3M0KnWt9HHPLdMNCvZwDyiLSDUPcPStctEtstS1cDTMjTK3LTc0stTNMLQ0AgCGvh0E/thuong-tien-tuu.jpg,,,,,,,,
20,Bí Thư Trùng Sinh,https://truyenfull.vn/bi-thu-trung-sinh/,https://static.8cache.com/cover/o/eJzLyTDR1w0Py_HODykN8zWw0A9zi0oxKkxLK07y1HeEguwCR_341IKywrJKL4PIZP1yIzNT3QxjSzMAa_QTXg==/bi-thu-trung-sinh.jpg,,,,,,,,
20,Quan Thuật,https://truyenfull.vn/quan-thuat/,https://static.8cache.com/cover/o/eJzLyTDT1y33SM2LL8ypdCkq1w_zygjzCAjxq_D31HeEgpy0fP2osrLUtODEkkrTUP1yQyNL3QxDSyMAjdMUCA==/quan-thuat.jpg,,,,,,,,
